package,cve,cwes,severity,first_affected_version,first_affected_date,disclosed_date,mitigation_version,mitigation_date,disclosure_lag_days,time_to_fix_from_first_days,time_to_fix_from_disclosure_days,fix_semver_type
mlflow,CVE-2024-3099,,moderate,0,,2024-06-06,2.11.3,2024-03-21,,,-77.0,major
mlflow,CVE-2025-1473,,moderate,2.17.0,2024-10-12,2025-03-20,2.20.3,2025-02-26,159.0,137.0,-22.0,minor
mlflow,CVE-2024-37060,,high,1.27.0,2022-06-29,2024-06-04,,,706.0,,,
mlflow,CVE-2024-37058,,high,2.5.0,2023-07-17,2024-06-04,,,323.0,,,
mlflow,CVE-2023-6709,,high,0,,2023-12-12,2.9.2,2023-12-14,,,2.0,major
mlflow,CVE-2024-1593,,high,0,,2024-04-16,,,,,,
mlflow,CVE-2023-6015,,critical,0,,2023-11-16,2.8.1,2023-11-16,,,0.0,major
mlflow,CVE-2024-1483,,high,0,,2024-04-16,2.12.1,2024-04-17,,,1.0,major
mlflow,CVE-2024-37054,,high,0.9.0,2019-03-25,2024-06-04,,,1898.0,,,
mlflow,CVE-2023-6975,,critical,0,,2023-12-20,2.9.2,2023-12-14,,,-6.0,major
mlflow,CVE-2024-3573,,critical,0,,2024-04-16,2.10.0,2024-01-26,,,-81.0,major
mlflow,CVE-2023-6940,,high,0,,2023-12-19,2.9.2,2023-12-14,,,-5.0,major
mlflow,CVE-2024-2928,,high,0,,2024-06-06,2.11.3,2024-03-21,,,-77.0,major
mlflow,CVE-2024-1558,,high,0,,2024-04-16,2.12.1,2024-04-17,,,1.0,major
mlflow,CVE-2024-37057,,high,2.0.0rc0,2022-11-01,2024-06-04,,,581.0,,,
mlflow,CVE-2024-1594,,high,0,,2024-04-16,,,,,,
mlflow,CVE-2024-4263,,moderate,0,,2024-05-16,2.10.1,2024-02-06,,,-100.0,major
mlflow,CVE-2024-37061,,high,1.11.0,2020-08-31,2024-06-04,,,1373.0,,,
mlflow,CVE-2024-6838,,moderate,0,,2025-03-20,,,,,,
mlflow,CVE-2023-6977,,high,0,,2023-12-20,2.9.2,2023-12-14,,,-6.0,major
mlflow,CVE-2024-27134,,high,0,,2024-11-25,2.16.0,2024-08-30,,,-87.0,major
mlflow,CVE-2024-3848,,high,2.9.2,2023-12-14,2024-05-16,2.12.1,2024-04-17,154.0,125.0,-29.0,minor
mlflow,CVE-2023-6753,,high,0,,2023-12-13,2.9.2,2023-12-14,,,1.0,major
mlflow,CVE-2023-6568,,moderate,0,,2023-12-07,2.9.0,2023-12-06,,,-1.0,major
mlflow,CVE-2024-37059,,high,0.5.0,2018-08-18,2024-06-04,,,2117.0,,,
mlflow,CVE-2023-43472,,high,0,,2023-12-05,2.9.0,2023-12-06,,,1.0,major
mlflow,CVE-2023-6976,,high,0,,2023-12-20,2.9.2,2023-12-14,,,-6.0,major
mlflow,CVE-2025-52967,,moderate,0,,2025-06-23,3.1.0,2025-06-10,,,-13.0,major
mlflow,CVE-2024-37055,,high,1.24.0,2022-02-28,2024-06-04,,,827.0,,,
duckdb,CVE-2024-41672,,high,1.0.0,2024-06-03,2025-01-21,1.1.0,2024-09-09,232.0,98.0,-134.0,minor
fastmcp,,,high,0,,2025-10-29,2.13.0,2025-10-25,,,-4.0,major
fastmcp,CVE-2025-62800,,moderate,0,,2025-10-29,2.13.0,2025-10-25,,,-4.0,major
fastmcp,CVE-2025-62801,,moderate,0,,2025-10-29,2.13.0,2025-10-25,,,-4.0,major
pypdf,CVE-2025-55197,,moderate,0,,2025-08-13,6.0.0,2025-08-11,,,-2.0,major
pypdf,CVE-2025-62708,,moderate,0,,2025-10-22,6.1.3,2025-10-22,,,0.0,major
pypdf,CVE-2025-62707,,moderate,0,,2025-10-22,6.1.3,2025-10-22,,,0.0,major
python-jose,CVE-2024-33663,,critical,0,,2024-04-26,3.4.0,2025-02-18,,,298.0,major
python-jose,CVE-2024-33664,,moderate,0,,2024-04-26,3.4.0,2025-02-18,,,298.0,major
python-jose,CVE-2024-33663,,unknown,0,,2024-04-26,3.4.0,2025-02-18,,,298.0,major
python-jose,CVE-2024-33664,,unknown,0,,2024-04-26,3.4.0,2025-02-18,,,298.0,major
streamlit,,,low,0.63.0,2020-07-14,2024-01-12,1.30.0,2024-01-11,1277.0,1276.0,-1.0,major
streamlit,CVE-2024-42474,,moderate,0,,2024-08-12,1.37.0,2024-07-25,,,-18.0,major
keras,CVE-2025-12060,,high,0,,2025-10-30,3.12.0,2025-10-27,,,-3.0,major
keras,CVE-2025-9906,,high,0,,2025-09-19,3.11.0,2025-07-30,,,-51.0,major
keras,CVE-2025-9905,,high,3.0.0,2023-11-28,2025-09-19,3.11.3,2025-08-21,661.0,632.0,-29.0,minor
keras,CVE-2025-1550,,high,3.0.0,2023-11-28,2025-03-11,3.9.0,2025-03-04,469.0,462.0,-7.0,minor
keras,CVE-2025-8747,,high,3.0.0,2023-11-28,2025-08-12,3.11.0,2025-07-30,623.0,610.0,-13.0,minor
keras,CVE-2024-55459,,moderate,0,,2025-01-08,,,,,,
keras,CVE-2025-49655,,critical,3.11.0,2025-07-30,2025-10-17,3.11.3,2025-08-21,79.0,22.0,-57.0,patch
keras,CVE-2025-12058,,moderate,0,,2025-10-29,3.12.0,2025-10-27,,,-2.0,major
keras,CVE-2024-3660,,critical,0,,2024-04-16,2.13.1rc0,2023-05-02,,,-350.0,major
apache-airflow-providers-cncf-kubernetes,CVE-2023-51702,,moderate,5.2.0,2023-02-11,2024-01-24,7.0.0,2023-05-22,347.0,100.0,-247.0,major
apache-airflow-providers-snowflake,CVE-2025-50213,,critical,0,,2025-06-26,6.4.0,2025-06-18,,,-8.0,major
apache-airflow-providers-snowflake,CVE-2025-50213,,unknown,0,,2025-06-24,6.4.0,2025-06-18,,,-6.0,major
opencv-python-headless,,,high,0,,2024-08-30,4.8.1.78,2023-09-28,,,-337.0,major
apache-airflow-providers-fab,CVE-2024-42447,,low,1.2.0,2024-06-27,2024-08-05,1.2.2,2024-07-31,39.0,34.0,-5.0,patch
apache-airflow-providers-fab,CVE-2024-45033,,low,0,,2025-01-08,1.5.2,2025-01-03,,,-5.0,major
apache-airflow-providers-mysql,CVE-2025-27018,,moderate,0,,2025-03-19,6.2.0,2025-03-13,,,-6.0,major
djangorestframework,CVE-2024-21520,,low,0,,2024-06-26,3.15.2,2024-06-19,,,-7.0,major
markdownify,CVE-2025-46656,,low,0,,2025-04-27,0.14.1,2024-11-24,,,-154.0,minor
onnx,CVE-2024-5187,,high,0,,2024-06-06,1.16.2,2024-08-01,,,56.0,major
onnx,CVE-2024-7776,,high,0,,2025-03-20,1.17.0,2024-10-01,,,-170.0,major
onnx,CVE-2024-27319,,moderate,0,,2024-02-23,1.16.0,2024-03-25,,,31.0,major
onnx,CVE-2024-27318,,high,0,,2024-02-23,1.16.0,2024-03-25,,,31.0,major
apache-airflow,CVE-2024-31869,,moderate,2.7.0,2023-08-18,2024-04-18,2.9.0,2024-04-08,244.0,234.0,-10.0,minor
apache-airflow,CVE-2025-62402,,moderate,3.0.0,2025-04-22,2025-10-30,3.1.1,2025-10-27,191.0,188.0,-3.0,minor
apache-airflow,CVE-2024-32077,,moderate,2.9.0,2024-04-08,2024-05-14,2.9.1,2024-05-06,36.0,28.0,-8.0,patch
apache-airflow,CVE-2023-50783,,moderate,0,,2023-12-21,2.8.0,2023-12-18,,,-3.0,major
apache-airflow,CVE-2023-49920,,moderate,2.7.0,2023-08-18,2023-12-21,2.8.0,2023-12-18,125.0,122.0,-3.0,minor
apache-airflow,CVE-2024-27906,,moderate,0,,2024-02-29,2.8.2,2024-02-26,,,-3.0,major
apache-airflow,CVE-2024-26280,,moderate,0,,2024-03-01,2.8.2,2024-02-26,,,-4.0,major
apache-airflow,CVE-2023-48291,,moderate,0,,2023-12-21,2.8.0,2023-12-18,,,-3.0,major
apache-airflow,CVE-2024-45034,,high,0,,2024-09-07,2.10.1,2024-09-06,,,-1.0,major
apache-airflow,CVE-2024-25142,,low,0,,2024-06-14,2.9.2,2024-06-10,,,-4.0,major
apache-airflow,CVE-2024-45498,,high,2.10.0,2024-08-15,2024-09-07,2.10.1,2024-09-06,23.0,22.0,-1.0,patch
apache-airflow,CVE-2023-50943,,high,0,,2024-01-24,2.8.1rc1,2024-01-16,,,-8.0,major
apache-airflow,CVE-2024-29735,,moderate,2.8.2,2024-02-26,2024-03-26,2.8.4,2024-03-25,29.0,28.0,-1.0,patch
apache-airflow,CVE-2024-39877,,high,2.4.0,2022-09-19,2024-07-17,2.9.3,2024-07-16,667.0,666.0,-1.0,minor
apache-airflow,CVE-2025-62503,,moderate,3.0.0,2025-04-22,2025-10-30,3.1.1,2025-10-27,191.0,188.0,-3.0,minor
apache-airflow,CVE-2024-28746,,moderate,2.8.0,2023-12-18,2024-03-14,2.8.3rc1,2024-03-07,87.0,80.0,-7.0,patch
apache-airflow,CVE-2023-47037,,moderate,0,,2023-11-12,2.7.3,2023-11-06,,,-6.0,major
apache-airflow,CVE-2024-39863,,moderate,0,,2024-07-17,2.9.3,2024-07-16,,,-1.0,major
apache-airflow,CVE-2024-50378,,low,0,,2024-11-08,2.10.3,2024-11-05,,,-3.0,major
apache-airflow,CVE-2023-51702,,moderate,2.3.0,2022-04-30,2024-01-24,2.6.1,2023-05-16,634.0,381.0,-253.0,minor
apache-airflow,CVE-2023-47265,,moderate,2.6.0,2023-04-30,2023-12-21,2.8.0b1,2023-11-27,235.0,211.0,-24.0,minor
apache-airflow,CVE-2025-54831,,moderate,3.0.3,2025-07-14,2025-09-26,3.0.4,2025-08-08,74.0,25.0,-49.0,patch
apache-airflow,CVE-2023-42781,,high,0,,2023-11-12,2.7.3,2023-11-06,,,-6.0,major
apache-airflow,CVE-2025-54941,,moderate,3.0.0,2025-04-22,2025-10-30,3.0.5,2025-08-20,191.0,120.0,-71.0,patch
apache-airflow,CVE-2023-50944,,high,0,,2024-01-24,2.8.1rc1,2024-01-16,,,-8.0,major
apache-airflow,CVE-2024-41937,,moderate,0,,2024-08-21,2.10.0,2024-08-15,,,-6.0,major
jwcrypto,CVE-2023-6681,,moderate,0,,2023-12-28,1.5.1,2023-12-26,,,-2.0,major
jwcrypto,CVE-2024-28102,,moderate,0,,2024-03-06,1.5.6,2024-03-06,,,0.0,major
langgraph-checkpoint,CVE-2025-64439,,high,0,,2025-11-05,3.0.0,2025-10-20,,,-16.0,major
flask-appbuilder,CVE-2025-58065,,moderate,0,,2025-09-11,4.8.1,2025-08-25,,,-17.0,major
flask-appbuilder,CVE-2025-32962,,moderate,0,,2025-05-16,4.6.2,2025-04-19,,,-27.0,major
flask-appbuilder,CVE-2024-27083,,moderate,4.1.4,2022-09-05,2024-02-28,4.2.1,2023-02-17,541.0,165.0,-376.0,minor
flask-appbuilder,CVE-2024-45314,,moderate,0,,2024-09-04,4.5.1,2024-09-02,,,-2.0,major
flask-appbuilder,CVE-2024-25128,,critical,0,,2024-02-28,4.3.11,2024-02-07,,,-21.0,major
flask-appbuilder,CVE-2025-24023,,low,0,,2025-03-03,4.5.3,2025-01-21,,,-41.0,major
lightgbm,CVE-2024-43598,,high,1.0.0,,2024-11-12,4.6.0,2025-02-15,,,95.0,major
gradio,,,low,0,,2024-10-10,5.0.0,2024-10-09,,,-1.0,major
gradio,CVE-2024-47871,,high,0,,2024-10-10,5.0.0,2024-10-09,,,-1.0,major
gradio,CVE-2024-34511,,moderate,0,,2024-05-05,4.13.0,2024-01-05,,,-121.0,major
gradio,CVE-2024-47166,,moderate,0,,2024-10-10,4.44.0,2024-09-10,,,-30.0,major
gradio,CVE-2024-47084,,high,0,,2024-10-10,4.44.0,2024-09-10,,,-30.0,major
gradio,CVE-2024-1728,,high,0,,2024-04-10,4.19.2,2024-02-22,,,-48.0,major
gradio,CVE-2024-48052,,moderate,0,,2024-11-05,,,,,,
gradio,CVE-2024-1727,,moderate,0,,2024-05-21,4.19.2,2024-02-22,,,-89.0,major
gradio,CVE-2024-47868,,moderate,0,,2024-10-10,5.0.0,2024-10-09,,,-1.0,major
gradio,CVE-2024-47167,,moderate,0,,2024-10-10,5.0.0,2024-10-09,,,-1.0,major
gradio,CVE-2024-8966,,high,0,,2025-03-20,,,,,,
gradio,CVE-2023-51449,,high,0,,2023-12-21,4.11.0,2023-12-20,,,-1.0,major
gradio,CVE-2024-4941,,high,0,,2024-06-06,4.31.3,2024-05-15,,,-22.0,major
gradio,CVE-2024-47164,,moderate,0,,2024-10-10,5.0.0,2024-10-09,,,-1.0,major
gradio,CVE-2024-8021,,moderate,0,,2025-03-20,,,,,,
gradio,CVE-2024-10569,,high,4.0.0,2023-10-31,2025-03-20,,,506.0,,,
gradio,CVE-2024-47165,,moderate,0,,2024-10-10,5.0.0,2024-10-09,,,-1.0,major
gradio,CVE-2024-47867,,high,0,,2024-10-10,5.0.0,2024-10-09,,,-1.0,major
gradio,CVE-2025-48889,,moderate,0,,2025-05-29,5.31.0,2025-05-22,,,-7.0,major
gradio,CVE-2024-4325,,high,0,,2024-06-06,,,,,,
gradio,CVE-2024-0964,,high,0,,2024-02-06,4.9.0,2023-12-13,,,-55.0,major
gradio,CVE-2024-4940,,moderate,0,,2024-06-22,,,,,,
gradio,CVE-2024-1561,,high,0,,2024-04-16,4.13.0,2024-01-05,,,-102.0,major
gradio,CVE-2023-6572,,critical,0,,2023-12-14,4.14.0,2024-01-10,,,27.0,major
gradio,CVE-2024-47872,,moderate,0,,2024-10-10,5.0.0,2024-10-09,,,-1.0,major
gradio,CVE-2024-47168,,low,0,,2024-10-10,4.44.0,2024-09-10,,,-30.0,major
gradio,CVE-2024-1729,,moderate,0,,2024-02-22,4.19.2,2024-02-22,,,0.0,major
gradio,CVE-2025-23042,,critical,0,,2025-01-14,5.11.0,2025-01-08,,,-6.0,major
gradio,CVE-2024-47869,,moderate,0,,2024-10-10,4.44.0,2024-09-10,,,-30.0,major
gradio,,,critical,0,,2024-09-25,4.19.2,2024-02-22,,,-216.0,major
gradio,CVE-2024-10648,,high,4.0.0,2023-10-31,2025-03-20,,,506.0,,,
gradio,CVE-2024-12217,,moderate,0,,2025-03-20,,,,,,
gradio,CVE-2024-1183,,moderate,0,,2024-04-16,4.10.0,2023-12-15,,,-123.0,major
gradio,CVE-2024-2206,,high,0,,2024-03-27,4.18.0,2024-02-10,,,-46.0,major
gradio,CVE-2024-51751,,moderate,5.0.0,2024-10-09,2024-11-06,5.5.0,2024-11-04,28.0,26.0,-2.0,minor
gradio,CVE-2024-34510,,high,0,,2024-05-05,4.20.0,2024-03-06,,,-60.0,major
gradio,CVE-2024-10624,,high,4.38.0,2024-07-12,2025-03-20,,,251.0,,,
gradio,CVE-2025-5320,,low,5.0.0,2024-10-09,2025-05-29,,,232.0,,,
gradio,CVE-2024-47870,,high,0,,2024-10-10,5.0.0,2024-10-09,,,-1.0,major
curl-cffi,,,high,0,,2024-10-22,0.7.0b6,2024-06-25,,,-119.0,minor
pycares,CVE-2025-48945,,moderate,0,,2025-06-16,4.9.0,2025-06-13,,,-3.0,major
python-socketio,CVE-2025-61765,,moderate,0.8.0,2015-12-14,2025-10-07,5.14.0,2025-09-30,3585.0,3578.0,-7.0,major
twisted,CVE-2024-41671,,moderate,0,,2024-07-29,24.7.0rc1,2024-07-29,,,0.0,major
twisted,CVE-2024-41810,,moderate,0,,2024-07-29,24.7.0rc1,2024-07-29,,,0.0,major
asyncssh,CVE-2023-46446,,high,0,,2023-11-09,2.14.1,2023-11-09,,,0.0,major
asyncssh,CVE-2023-46445,,moderate,0,,2023-11-09,2.14.1,2023-11-09,,,0.0,major
asyncssh,,,moderate,0,,2023-12-18,2.14.2,2023-12-18,,,0.0,major
pytorch-lightning,CVE-2024-8019,,critical,0,,2025-03-20,2.4.0,2024-08-07,,,-225.0,major
pytorch-lightning,CVE-2024-8020,,high,0,,2025-03-20,,,,,,
ansible-core,CVE-2024-9902,,moderate,0,,2024-11-06,2.14.18rc1,2024-10-29,,,-8.0,major
ansible-core,CVE-2023-5764,,moderate,0,,2023-12-13,2.16.1,2023-12-04,,,-9.0,major
ansible-core,CVE-2024-11079,,low,0,,2024-11-12,2.18.1rc1,2024-11-25,,,13.0,major
ansible-core,CVE-2024-0690,,moderate,0,,2024-02-06,2.14.14,2024-01-29,,,-8.0,major
ansible-core,CVE-2024-8775,,high,0,,2024-09-16,2.17.6,2024-11-04,,,49.0,major
ansible,CVE-2020-25635,,moderate,0,,2025-10-31,2.10.1,2020-10-13,,,-1844.0,major
ansible,CVE-2023-5115,,moderate,0,,2023-12-28,8.5.0,2023-10-11,,,-78.0,major
cbor2,CVE-2024-26134,,high,5.5.1,2023-11-02,2024-02-21,5.6.2,2024-02-19,111.0,109.0,-2.0,minor
qdrant-client,CVE-2024-3829,,critical,0,,2024-06-03,1.9.0,2024-04-22,,,-42.0,major
yt-dlp,CVE-2023-46121,,moderate,2022.10.4,2022-10-04,2023-11-15,2023.11.14,2023-11-14,407.0,406.0,-1.0,major
yt-dlp,,,low,2023.9.24,2023-09-24,2024-07-08,2024.7.7,2024-07-07,288.0,287.0,-1.0,major
yt-dlp,CVE-2024-38519,,high,0,,2024-07-02,2024.7.1,2024-07-01,,,-1.0,major
yt-dlp,CVE-2024-22423,,high,2021.4.11,2021-04-11,2024-04-10,2024.4.9,2024-04-09,1095.0,1094.0,-1.0,major
aiomysql,CVE-2025-62611,,high,0,,2025-10-22,0.3.0,2025-10-21,,,-1.0,minor
eventlet,CVE-2023-29483,,moderate,0,,2024-04-11,0.35.2,2024-02-21,,,-50.0,minor
eventlet,CVE-2025-58068,,moderate,0,,2025-08-29,0.40.3,2025-08-27,,,-2.0,minor
apache-airflow-providers-ftp,CVE-2024-29733,,low,0,,2024-04-21,3.7.0,2023-12-12,,,-131.0,major
llama-index,CVE-2024-23751,,critical,0,,2024-01-22,,,,,,
llama-index,CVE-2023-39662,,critical,0,,2023-08-15,0.9.14,2023-12-11,,,118.0,minor
llama-index,CVE-2025-6211,,moderate,0,,2025-07-10,0.12.41,2025-06-07,,,-33.0,minor
llama-index,CVE-2025-1752,,high,0.12.15,2025-01-31,2025-05-10,0.12.21,2025-02-28,99.0,28.0,-71.0,patch
llama-index,CVE-2024-12704,,high,0,,2025-03-20,0.12.6,2024-12-18,,,-92.0,minor
llama-index,CVE-2024-12911,,high,0,,2025-03-20,0.12.3,2024-12-06,,,-104.0,minor
llama-index,CVE-2024-12910,,moderate,0,,2025-03-20,0.12.9,2024-12-31,,,-79.0,minor
llama-index,CVE-2024-4181,,high,0,,2024-05-16,0.10.13,2024-02-26,,,-80.0,minor
llama-index,CVE-2025-7707,,high,0,,2025-10-13,0.13.0,2025-07-31,,,-74.0,minor
llama-index,CVE-2025-1793,,critical,0,,2025-06-05,0.12.28,2025-04-02,,,-64.0,minor
prefect,CVE-2023-6022,,high,2.0.0,2022-07-27,2023-11-16,2.16.5,2024-03-21,477.0,603.0,126.0,minor
prefect,CVE-2024-8183,,high,0,,2025-03-20,3.0.3,2024-09-20,,,-181.0,major
waitress,CVE-2024-49769,,high,0,,2024-10-29,3.0.1,2024-10-29,,,0.0,major
waitress,CVE-2024-49768,,critical,2.0.0,2021-03-08,2024-10-29,3.0.1,2024-10-29,1331.0,1331.0,0.0,major
lxml-html-clean,CVE-2024-52595,,high,0,,2024-11-19,0.4.0,2024-11-14,,,-5.0,minor
opencv-contrib-python,,,high,0,,2024-08-30,4.8.1.78,2023-09-28,,,-337.0,major
configobj,CVE-2023-26112,,low,0,,2023-04-03,5.0.9,2024-09-21,,,537.0,major
cadwyn,CVE-2025-53528,,high,0,,2025-07-21,5.4.3,2025-07-05,,,-16.0,major
cadwyn,CVE-2025-53528,,unknown,0,,2025-07-21,5.4.3,2025-07-05,,,-16.0,major
fiona,,,high,0,,2024-07-16,1.10b2,2024-07-11,,,-5.0,major
fiona,,,critical,0,,2024-07-16,1.10b1,2024-04-16,,,-91.0,major
dash,CVE-2024-21485,,moderate,0,,2024-02-02,2.15.0,2024-01-31,,,-2.0,major
webob,CVE-2024-42353,,moderate,0,,2024-08-14,1.8.8,2024-08-14,,,0.0,major
xgrammar,CVE-2025-32381,,moderate,0,,2025-04-09,0.1.18,2025-04-08,,,-1.0,minor
xgrammar,CVE-2025-57809,,high,0,,2025-08-25,0.1.21,2025-07-10,,,-46.0,minor
xgrammar,CVE-2025-58446,,moderate,0.1.23,2025-08-15,2025-09-05,0.1.24,2025-09-04,21.0,20.0,-1.0,patch
lightning,CVE-2024-5452,,critical,0,,2024-06-06,2.3.3,2024-07-08,,,32.0,major
lightning,CVE-2024-5980,,critical,0,,2024-06-27,2.3.3,2024-07-08,,,11.0,major
vllm,CVE-2025-6242,,high,0.5.0,2024-06-11,2025-10-07,0.11.0,2025-10-04,483.0,480.0,-3.0,minor
vllm,CVE-2025-46570,,low,0,,2025-05-28,0.9.0,2025-05-28,,,0.0,minor
vllm,CVE-2024-11041,,critical,0,,2025-03-20,,,,,,
vllm,CVE-2025-61620,,moderate,0.5.1,2024-07-06,2025-10-07,0.11.0,2025-10-04,458.0,455.0,-3.0,minor
vllm,CVE-2025-48942,,moderate,0.8.0,2025-03-18,2025-05-28,0.9.0,2025-05-28,71.0,71.0,0.0,minor
vllm,CVE-2025-9141,,high,0.10.0,2025-07-25,2025-08-21,0.10.1.1,2025-08-20,27.0,26.0,-1.0,patch
vllm,CVE-2025-30202,,high,0.5.2,2024-07-15,2025-04-29,0.8.5,2025-04-28,288.0,287.0,-1.0,minor
vllm,CVE-2025-48943,,moderate,0.8.0,2025-03-18,2025-05-28,0.9.0,2025-05-28,71.0,71.0,0.0,minor
vllm,CVE-2025-30165,,high,0.5.2,2024-07-15,2025-05-06,,,295.0,,,
vllm,CVE-2025-46722,,moderate,0.7.0,2025-01-27,2025-05-28,0.9.0,2025-05-28,121.0,121.0,0.0,minor
vllm,CVE-2024-9053,,critical,0,,2025-03-20,,,,,,
vllm,,,critical,0,,2025-04-23,0.8.0,2025-03-18,,,-36.0,minor
vllm,,,moderate,0.6.5,2024-12-18,2025-04-15,0.8.4,2025-04-15,118.0,118.0,0.0,minor
vllm,CVE-2025-32444,,critical,0.6.5,2024-12-18,2025-04-29,0.8.5,2025-04-28,132.0,131.0,-1.0,minor
vllm,CVE-2025-47277,,critical,0.6.5,2024-12-18,2025-05-20,0.8.5,2025-04-28,153.0,131.0,-22.0,minor
vllm,,,moderate,0.6.3,2024-10-14,2025-05-28,0.9.0,2025-05-28,226.0,226.0,0.0,minor
vllm,CVE-2025-29770,,moderate,0,,2025-03-19,0.8.0,2025-03-18,,,-1.0,minor
vllm,CVE-2024-9052,,critical,0,,2025-03-20,,,,,,
vllm,CVE-2025-24357,,high,0,,2025-01-27,0.7.0,2025-01-27,,,0.0,minor
vllm,CVE-2025-25183,,low,0,,2025-02-06,0.7.2,2025-02-06,,,0.0,minor
vllm,CVE-2025-48956,,high,0.1.0,2023-06-20,2025-08-21,0.10.1.1,2025-08-20,793.0,792.0,-1.0,minor
vllm,CVE-2025-46560,,moderate,0.8.0,2025-03-18,2025-04-29,0.8.5,2025-04-28,42.0,41.0,-1.0,patch
vllm,CVE-2025-48944,,moderate,0.8.0,2025-03-18,2025-05-28,0.9.0,2025-05-28,71.0,71.0,0.0,minor
vllm,CVE-2024-8768,,high,0,,2024-09-17,0.5.5,2024-08-23,,,-25.0,minor
vllm,CVE-2025-48887,,moderate,0.6.4,2024-11-15,2025-05-28,0.9.0,2025-05-28,194.0,194.0,0.0,minor
vllm,CVE-2024-8939,,moderate,0,,2024-09-17,,,,,,
vllm,CVE-2025-59425,,high,0,,2025-10-07,0.11.0,2025-10-04,,,-3.0,minor
vllm,CVE-2025-29783,,critical,0.6.5,2024-12-18,2025-03-19,0.8.0,2025-03-18,91.0,90.0,-1.0,minor
llama-index-core,CVE-2025-6209,,high,0.11.23,2024-11-12,2025-07-07,0.12.41,2025-06-07,237.0,207.0,-30.0,minor
llama-index-core,CVE-2025-5472,,moderate,0,,2025-07-07,0.12.38,2025-05-29,,,-39.0,minor
llama-index-core,CVE-2025-5302,,high,0,,2025-08-26,0.12.38,2025-05-29,,,-89.0,minor
llama-index-core,CVE-2025-7647,,high,0,,2025-09-27,0.13.0,2025-07-30,,,-59.0,minor
llama-index-core,CVE-2024-45201,,critical,0,,2024-08-22,0.10.38,2024-05-22,,,-92.0,minor
llama-index-core,CVE-2025-3108,,moderate,0.11.15,2024-10-02,2025-07-07,0.12.41,2025-06-07,278.0,248.0,-30.0,minor
llama-index-core,CVE-2024-3271,,critical,0,,2024-04-16,0.10.24,2024-03-26,,,-21.0,minor
llama-index-core,CVE-2024-3098,,critical,0,,2024-04-10,0.10.24,2024-03-26,,,-15.0,minor
num2words,,,critical,0.5.15,,2025-07-31,,,,,,
num2words,,,unknown,,,2025-08-06,,,,,,
num2words,,,unknown,,,2025-07-31,,,,,,
pyinstaller,CVE-2023-49797,,high,0,,2023-12-09,5.13.1,2023-08-26,,,-105.0,major
pyinstaller,CVE-2025-59042,,high,0,,2025-09-10,6.0.0,2023-09-22,,,-719.0,major
djangorestframework-simplejwt,CVE-2024-22513,,low,0,,2024-03-16,5.5.1,2025-07-21,,,492.0,major
scapy,,,moderate,0,,2025-10-22,,,,,,
scrapy,,,moderate,0,,2024-05-14,2.11.2,2024-05-14,,,0.0,major
scrapy,CVE-2025-6176,,high,0,,2025-10-31,,,,,,
scrapy,CVE-2024-1968,,moderate,0,,2024-05-14,2.11.2,2024-05-14,,,0.0,major
scrapy,CVE-2024-3572,,high,0,,2024-02-16,2.11.1,2024-02-14,,,-2.0,major
scrapy,CVE-2024-1892,,high,0,,2024-02-15,2.11.1,2024-02-14,,,-1.0,major
scrapy,CVE-2024-3574,,high,0,,2024-02-15,2.11.1,2024-02-14,,,-1.0,major
scrapy,,,moderate,0,,2024-05-14,2.11.2,2024-05-14,,,0.0,major
unstructured,CVE-2024-46455,,moderate,0,,2024-12-09,0.14.3,2024-05-29,,,-194.0,minor
python-ldap,CVE-2025-61912,,moderate,0,,2025-10-10,3.4.5,2025-10-10,,,0.0,major
python-ldap,CVE-2025-61911,,moderate,0,,2025-10-10,3.4.5,2025-10-10,,,0.0,major
dagster,CVE-2025-51481,,moderate,0,,2025-07-22,1.10.16,2025-05-22,,,-61.0,major
dagster,CVE-2023-51232,,moderate,0,,2025-07-07,1.5.11,2023-12-07,,,-578.0,major
astropy,CVE-2023-41334,,high,0,,2024-03-18,5.3.3,2023-09-07,,,-193.0,major
strawberry-graphql,CVE-2025-22151,,low,0.182.0,2023-06-06,2025-01-09,0.257.0,2025-01-09,583.0,583.0,0.0,minor
strawberry-graphql,CVE-2024-47082,,moderate,0,,2024-09-25,0.243.0,2024-09-25,,,0.0,minor
langchain-experimental,CVE-2024-21513,,critical,0,,2024-07-15,0.0.21,2023-09-25,,,-294.0,patch
langchain-experimental,CVE-2024-46946,,critical,0.1.17,,2024-09-19,,,,,,
langchain-experimental,CVE-2024-27444,,critical,0,,2024-02-26,0.0.52,2024-02-19,,,-7.0,patch
langchain-experimental,CVE-2024-38459,,high,0,,2024-06-16,0.0.61,2024-06-14,,,-2.0,patch
asteval,CVE-2025-24359,,high,0,,2025-01-24,1.0.6,2025-01-19,,,-5.0,major
asteval,,,high,0,,2025-01-23,1.0.6,2025-01-19,,,-4.0,major
eth-abi,,,moderate,0,,2024-03-05,5.0.1,2024-03-04,,,-1.0,major
eth-abi,,,moderate,0,,2023-11-24,4.2.0,2023-08-28,,,-88.0,major
social-auth-app-django,CVE-2024-32879,,moderate,0,,2024-04-24,5.4.1,2024-04-24,,,0.0,major
social-auth-app-django,CVE-2025-61783,,moderate,0,,2025-10-09,5.6.0,2025-10-09,,,0.0,major
xhtml2pdf,CVE-2024-25885,,moderate,0,,2024-10-08,,,,,,
